SMILES T P density einter compress
CCCCCCC(OC(CCCCCC)C)C 393 250 7.592e-01 -6.886e+01 1.322e-04
CCCCCCC(OC(CCCCCC)C)C 499 250 6.884e-01 -5.936e+01 2.623e-04
CCCCCCC(OC(CCCCCC)C)C 322 500 8.211e-01 -7.790e+01 7.235e-05
CCCCCCC(OC(CCCCCC)C)C 393 500 7.785e-01 -7.138e+01 9.972e-05
CCCCCCC(OC(CCCCCC)C)C 322 1000 8.455e-01 -8.085e+01 5.005e-05
O=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C 410 1 9.132e-01 -7.421e+01 9.579e-05
O=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C 529 1 8.222e-01 -6.319e+01 2.253e-04
O=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C 450 50 8.891e-01 -7.111e+01 1.139e-04
O=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C 609 50 7.658e-01 -5.681e+01 3.470e-04
O=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C 489 1000 9.340e-01 -7.537e+01 5.977e-05
CC(CC=CCNC(CC(C)(C)C)(C)C)(C)C 411 250 7.571e-01 -6.379e+01 1.127e-04
CC(CC=CCNC(CC(C)(C)C)(C)C)(C)C 378 500 7.931e-01 -6.837e+01 8.733e-05
CC(CC=CCNC(CC(C)(C)C)(C)C)(C)C 542 500 7.093e-01 -5.756e+01 1.486e-04
CC(CC=CCNC(CC(C)(C)C)(C)C)(C)C 443 1000 7.915e-01 -6.775e+01 7.651e-05
CC(CC=CCNC(CC(C)(C)C)(C)C)(C)C 509 1000 7.629e-01 -6.408e+01 8.501e-05
OCC(OCC(OCC(OCC(O)C)C)C)C 333 50 9.766e-01 -1.070e+02 5.506e-05
OCC(OCC(OCC(OCC(O)C)C)C)C 443 50 8.799e-01 -8.527e+01 1.286e-04
OCC(OCC(OCC(OCC(O)C)C)C)C 443 100 8.846e-01 -8.571e+01 1.443e-04
OCC(OCC(OCC(OCC(O)C)C)C)C 333 250 9.894e-01 -1.091e+02 5.007e-05
OCC(OCC(OCC(OCC(O)C)C)C)C 589 750 8.471e-01 -7.413e+01 1.314e-04
CCCCCCCCCCOC(=O)CCCC 574 1 6.331e-01 -5.325e+01 5.470e-04
CCCCCCCCCCOC(=O)CCCC 574 50 6.491e-01 -5.478e+01 5.784e-04
CCCCCCCCCCOC(=O)CCCC 432 500 8.121e-01 -7.542e+01 1.010e-04
CCCCCCCCCCOC(=O)CCCC 361 1000 8.816e-01 -8.510e+01 5.179e-05
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 368 1 9.376e-01 -7.795e+01 7.476e-05
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 570 1 7.825e-01 -5.913e+01 3.294e-04
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 368 100 9.442e-01 -7.865e+01 5.783e-05
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 570 100 8.041e-01 -6.122e+01 2.158e-04
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 368 500 9.646e-01 -8.086e+01 5.299e-05
COc1cc(ccc1O)C(CC(C)(C)C)(C)C 409 500 9.423e-01 -7.768e+01 6.676e-05
CCCCCCCCC(CC(CC(=O)O)C)C 612 1 6.429e-01 -5.778e+01 6.991e-04
CCCCCCCCC(CC(CC(=O)O)C)C 375 500 8.729e-01 -1.007e+02 5.657e-05
CCCCCCCCC(CC(CC(=O)O)C)C 573 500 7.582e-01 -7.303e+01 1.503e-04
CCCCCCCCC(CC(CC(=O)O)C)C 612 500 7.362e-01 -6.877e+01 2.002e-04
CCCCCCCCC(CC(CC(=O)O)C)C 533 750 7.985e-01 -7.979e+01 9.722e-05
CCCCCCCCC(CC(CC(=O)O)C)C 454 1000 8.534e-01 -9.128e+01 5.953e-05
CCCCCCCCCCCCC(C(=O)O)C 494 500 7.971e-01 -8.423e+01 1.105e-04
CCCCCCCCCCCCC(C(=O)O)C 611 750 7.561e-01 -7.363e+01 1.372e-04
CCCCCC(c1ccc(cc1)O)CCCC 424 1 8.350e-01 -8.016e+01 1.172e-04
CCCCCC(c1ccc(cc1)O)CCCC 551 1 7.383e-01 -6.475e+01 2.897e-04
CCCCCC(c1ccc(cc1)O)CCCC 339 250 9.134e-01 -9.472e+01 6.532e-05
CCCCCC(c1ccc(cc1)O)CCCC 424 250 8.548e-01 -8.181e+01 8.573e-05
CCCCCC(c1ccc(cc1)O)CCCC 466 500 8.465e-01 -7.961e+01 8.131e-05
CCCCCCCCCCCCC(CO)CC 517 1 6.726e-01 -6.565e+01 3.775e-04
CCCCCCCCCCCCC(CO)CC 473 750 7.768e-01 -8.119e+01 9.160e-05
CCCCCCCCCCCC(CCCC)O 374 100 7.873e-01 -8.746e+01 1.001e-04
CCCCCCCCCCCC(CCCC)O 567 250 6.729e-01 -6.463e+01 2.675e-04
CCCCCCCCCCCC(CCCC)O 412 500 7.905e-01 -8.556e+01 8.426e-05
CCCCCCCCCCCC(CCCC)O 451 750 7.847e-01 -8.269e+01 8.631e-05
CCCCCCCCCCCC(CCCC)O 335 1000 8.619e-01 -1.030e+02 4.067e-05
CCCCCCOC(=O)/C=C/c1ccccc1 450 1 8.723e-01 -7.455e+01 1.395e-04
CCCCCCOC(=O)/C=C/c1ccccc1 450 50 8.776e-01 -7.520e+01 1.430e-04
CCCCCCOC(=O)/C=C/c1ccccc1 569 1000 8.845e-01 -7.409e+01 8.191e-05
CCCCCCCCCOC(CCCCCC)C 332 1 7.859e-01 -8.070e+01 1.091e-04
CCCCCCCCCOC(CCCCCC)C 553 100 6.353e-01 -5.858e+01 3.598e-04
CCCCCCCCOCC(CCCCC)CC 333 1 7.853e-01 -8.071e+01 9.718e-05
CCCCCCCCOCC(CCCCC)CC 408 1 7.283e-01 -7.130e+01 1.984e-04
CCCCCCCCOCC(CCCCC)CC 519 50 6.500e-01 -6.034e+01 4.896e-04
CCCCCCCCOCC(CCCCC)CC 370 250 7.801e-01 -7.926e+01 1.031e-04
CCCCCCCCOCC(CCCCC)CC 408 750 7.906e-01 -8.024e+01 7.294e-05
CCCCCCCC(CC(=O)CCC)(CCC)C 405 50 7.671e-01 -7.347e+01 1.384e-04
CCCCCCCC(CC(=O)CCC)(CCC)C 588 50 6.276e-01 -5.441e+01 6.575e-04
CCCCCCCC(CC(=O)CCC)(CCC)C 478 500 7.633e-01 -7.193e+01 1.104e-04
CCCCCCCC(CC(=O)CCC)(CCC)C 515 1000 7.814e-01 -7.399e+01 7.936e-05
CCCCC(CC(C)(C)C)OC(=O)CC(C)(C)C 552 50 6.626e-01 -4.893e+01 6.005e-04
CCCCC(CC(C)(C)C)OC(=O)CC(C)(C)C 312 500 8.789e-01 -7.463e+01 4.883e-05
CCCCC(CC(C)(C)C)OC(=O)CC(C)(C)C 381 500 8.401e-01 -6.954e+01 7.630e-05
CCCCC(CC(C)(C)C)OC(=O)CC(C)(C)C 449 750 8.170e-01 -6.607e+01 8.256e-05
CCCCC(CC(C)(C)C)OC(=O)CC(C)(C)C 518 750 7.831e-01 -6.188e+01 1.238e-04
CCCCCCCCCCCCOC(=O)[C@@H](N)C 448 50 7.907e-01 -7.766e+01 1.662e-04
CCCCCCCCCCCCOC(=O)[C@@H](N)C 373 100 8.547e-01 -8.960e+01 9.431e-05
CCCCCCCCCCCCOC(=O)[C@@H](N)C 523 250 7.620e-01 -7.227e+01 1.754e-04
CCCCCCCCCCCCOC(=O)[C@@H](N)C 411 500 8.559e-01 -8.734e+01 8.177e-05
CCCCC(CCC(=O)CCC(CC)CC)CC 551 50 6.569e-01 -5.887e+01 4.971e-04
CCCCC(CCC(=O)CCC(CC)CC)CC 368 100 7.968e-01 -7.953e+01 1.116e-04
CCCCC(CCC(=O)CCC(CC)CC)CC 515 750 7.632e-01 -7.275e+01 1.079e-04
CCCCCCCCCC(=O)OCCCCCC 322 1 8.505e-01 -8.666e+01 9.541e-05
CCCCCCCCCC(=O)OCCCCCC 453 250 7.762e-01 -7.442e+01 1.520e-04
CCCCCCCCCC(=O)OCCCCCC 453 750 8.167e-01 -7.978e+01 7.259e-05
CCCCCCCCCC(=O)OCCCCCC 583 750 7.513e-01 -6.991e+01 1.341e-04
CCCOC(=O)CCCCCCC(=O)OCCC 549 1 7.477e-01 -6.120e+01 3.692e-04
CCCOC(=O)CCCCCCC(=O)OCCC 439 100 8.585e-01 -7.480e+01 1.481e-04
CCCOC(=O)CCCCCCC(=O)OCCC 366 500 9.469e-01 -8.693e+01 6.382e-05
CCCOC(=O)CCCCCCC(=O)OCCC 439 500 8.987e-01 -7.997e+01 8.996e-05
CCCOC(=O)CCCCCCC(=O)OCCC 476 500 8.744e-01 -7.641e+01 1.170e-04
CCCOC(=O)CCCCCCC(=O)OCCC 366 1000 9.748e-01 -9.082e+01 5.201e-05
CCCOC(=O)CCCCCCC(=O)OCCC 549 1000 8.721e-01 -7.513e+01 8.068e-05
CCCOC(=O)CCCCCCC(=O)OCCC 585 1000 8.537e-01 -7.257e+01 9.583e-05
CCCCCCCCOCCCCCCCCC 294 1 8.210e-01 -8.993e+01 8.035e-05
CCCCCCCCOCCCCCCCCC 417 1 7.235e-01 -7.353e+01 2.126e-04
CCCCCCCCOCCCCCCCCC 500 1 6.573e-01 -6.385e+01 5.278e-04
CCCCCCCCOCCCCCCCCC 541 1 6.255e-01 -5.969e+01 6.477e-04
CCCCCCCCOCCCCCCCCC 500 100 6.766e-01 -6.638e+01 2.860e-04
CCCCCCCCOCCCCCCCCC 541 250 6.736e-01 -6.562e+01 2.705e-04
CCCCCCCCOCCCCCCCCC 335 500 8.206e-01 -8.883e+01 5.971e-05
CCCCCCCCOCCCCCCCCC 459 750 7.662e-01 -7.899e+01 1.016e-04
CCCCCCCCOCCCCCCCCC 541 750 7.271e-01 -7.287e+01 1.316e-04
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 538 50 7.670e-01 -6.147e+01 3.038e-04
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 359 100 9.185e-01 -8.147e+01 8.335e-05
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 538 100 7.743e-01 -6.223e+01 3.246e-04
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 323 500 9.836e-01 -9.089e+01 5.137e-05
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 431 500 9.023e-01 -7.834e+01 9.302e-05
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 466 500 8.783e-01 -7.463e+01 1.171e-04
CC(CCOC(=O)CCC(=O)OCCC(C)C)C 395 1000 9.561e-01 -8.562e+01 5.573e-05
CCC(CCCCCCCCCCCC(=O)OC)C 557 50 6.788e-01 -6.436e+01 3.425e-04
CCC(CCCCCCCCCCCC(=O)OC)C 411 250 8.095e-01 -8.358e+01 1.154e-04
CCC(CCCCCCCCCCCC(=O)OC)C 338 500 8.724e-01 -9.432e+01 5.640e-05
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 499 1 7.908e-01 -6.613e+01 2.000e-04
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 435 50 8.357e-01 -7.208e+01 9.295e-05
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 626 50 7.145e-01 -5.682e+01 4.252e-04
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 435 100 8.436e-01 -7.305e+01 9.953e-05
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 530 250 8.004e-01 -6.708e+01 1.452e-04
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 626 500 7.813e-01 -6.445e+01 1.472e-04
CCC1(CC)CCCC(CC)(CC)CCC(=O)CC1 403 750 9.054e-01 -8.142e+01 3.888e-05
CCCCCC/C=C/CCCCCCCC(=O)OC 451 100 7.738e-01 -7.713e+01 1.583e-04
CCCCCC/C=C/CCCCCCCC(=O)OC 563 100 6.890e-01 -6.511e+01 3.809e-04
CCCCCC/C=C/CCCCCCCC(=O)OC 601 100 6.633e-01 -6.175e+01 4.777e-04
CCCCCC/C=C/CCCCCCCC(=O)OC 451 500 8.096e-01 -8.210e+01 1.071e-04
CCCCCC/C=C/CCCCCCCC(=O)OC 488 500 7.893e-01 -7.904e+01 1.258e-04
CCCCCC/C=C/CCCCCCCC(=O)OC 488 750 8.083e-01 -8.165e+01 9.428e-05
CCCCCCCCC(=O)OC(CCCCCC)C 333 1 8.346e-01 -8.427e+01 9.833e-05
CCCCCCCCC(=O)OC(CCCCCC)C 552 1 6.529e-01 -5.833e+01 6.688e-04
CCCCCCCCC(=O)OC(CCCCCC)C 442 50 7.540e-01 -7.160e+01 2.033e-04
CCCCCCCCC(=O)OC(CCCCCC)C 479 50 7.230e-01 -6.725e+01 2.374e-04
CCCCCCCCC(=O)OC(CCCCCC)C 515 100 7.062e-01 -6.493e+01 2.893e-04
CCCCCCCCC(=O)OC(CCCCCC)C 406 250 8.003e-01 -7.835e+01 1.362e-04
CCCCCCCCC(=O)OC(CCCCCC)C 588 1000 7.649e-01 -7.210e+01 1.112e-04
CCCCCCCCN(CCCCCCCC)CC 376 1 7.453e-01 -8.238e+01 1.250e-04
CCCCCCCCN(CCCCCCCC)CC 529 500 7.014e-01 -7.394e+01 1.425e-04
CCCCCCCCN(CCCCCCCC)CC 606 500 6.652e-01 -6.828e+01 1.900e-04
CCCCCCCCCOC(CCCCCC)CC 452 50 7.041e-01 -7.076e+01 2.232e-04
CCCCCCCCCOC(CCCCCC)CC 414 250 7.528e-01 -7.804e+01 1.321e-04
CCCCCCCCCOC(CCCCCC)CC 566 500 6.928e-01 -6.843e+01 1.767e-04
COC(=O)CCCCCCCCCCCCC(C)C 410 50 7.879e-01 -8.091e+01 1.378e-04
COC(=O)CCCCCCCCCCCCC(C)C 410 250 8.071e-01 -8.382e+01 1.023e-04
C/C(=C\CC1=C(C)CCCC1(C)C)/C/C=C/C(=O)C 457 100 8.168e-01 -7.594e+01 1.204e-04
C/C(=C\CC1=C(C)CCCC1(C)C)/C/C=C/C(=O)C 537 250 7.830e-01 -7.059e+01 1.335e-04
C/C(=C\CC1=C(C)CCCC1(C)C)/C/C=C/C(=O)C 576 500 7.879e-01 -7.091e+01 1.219e-04
C/C(=C\CC1=C(C)CCCC1(C)C)/C/C=C/C(=O)C 537 1000 8.435e-01 -7.867e+01 7.138e-05
CCCCCC/C=C\CCCCCCCC(=O)OC 361 1 8.376e-01 -8.840e+01 9.418e-05
CCCCCC/C=C\CCCCCCCC(=O)OC 457 750 8.282e-01 -8.539e+01 8.985e-05
CCCCCC/C=C\CCCCCCCC(=O)OC 457 1000 8.438e-01 -8.788e+01 6.315e-05
CCOCCCC(CCCC(CCCC(C)C)C)C 449 1 7.028e-01 -7.015e+01 2.472e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 375 50 7.665e-01 -8.041e+01 1.362e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 412 50 7.367e-01 -7.531e+01 1.565e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 338 100 7.966e-01 -8.567e+01 1.051e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 338 250 8.080e-01 -8.755e+01 7.013e-05
CCOCCCC(CCCC(CCCC(C)C)C)C 412 250 7.573e-01 -7.836e+01 1.377e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 487 500 7.356e-01 -7.442e+01 1.326e-04
CCOCCCC(CCCC(CCCC(C)C)C)C 487 750 7.566e-01 -7.732e+01 1.036e-04
CCOC(=O)CC1(CCC(CC1)C)CC(=O)OCC 595 1 7.654e-01 -5.589e+01 5.059e-04
CCOC(=O)CC1(CCC(CC1)C)CC(=O)OCC 366 100 9.790e-01 -8.062e+01 6.527e-05
CCOC(=O)CC1(CCC(CC1)C)CC(=O)OCC 557 100 8.229e-01 -6.189e+01 2.596e-04
CCOC(=O)CC1(CCC(CC1)C)CC(=O)OCC 595 250 8.223e-01 -6.131e+01 2.315e-04
CCCCCCCCCC(=O)OCCCCCCC 593 50 6.432e-01 -5.998e+01 5.259e-04
CCCCCCCCCC(=O)OCCCCCCC 333 100 8.473e-01 -9.080e+01 7.524e-05
CCCCCCCCCC(=O)OCCCCCCC 444 1000 8.354e-01 -8.671e+01 7.375e-05
CCCCCCCCCC(=O)OCCCCCCC 556 1000 7.838e-01 -7.828e+01 9.956e-05
CCCCCCCCCCCOC(=O)CCCCC 375 1 8.075e-01 -8.399e+01 1.315e-04
CCCCCCCCCCCOC(=O)CCCCC 332 250 8.593e-01 -9.263e+01 8.317e-05
CCCCCCCCCCCOC(=O)CCCCC 462 250 7.704e-01 -7.739e+01 1.551e-04
CCCCCCCCCCCOC(=O)CCCCC 288 750 9.132e-01 -1.010e+02 4.113e-05
CCCCCCCCCCCOC(=O)CCCCC 462 750 8.124e-01 -8.332e+01 8.999e-05
CCCCCCCCCCCOC(=O)CCCCC 332 1000 8.951e-01 -9.760e+01 4.716e-05
CCCCCCCCCCCOC(=O)CCCCC 462 1000 8.276e-01 -8.538e+01 6.583e-05
CCCCCCCC(COCCCC)CCCCC 334 1 7.878e-01 -8.457e+01 1.151e-04
CCCCCCCC(COCCCC)CCCCC 529 500 7.105e-01 -7.095e+01 1.544e-04
CCCCCCCC(COCCCC)CCCCC 529 1000 7.505e-01 -7.676e+01 9.908e-05
CCCCCOC(=O)CCCC(=O)OCCCCC 547 50 7.590e-01 -6.700e+01 3.995e-04
CCCCCOC(=O)CCCC(=O)OCCCCC 405 750 9.318e-01 -9.019e+01 5.518e-05
CCCCCOC(=O)CCCC(=O)OCCCCC 499 750 8.762e-01 -8.158e+01 9.601e-05
CCCCCCCC(COC(=O)C)CCCCCC 480 50 7.315e-01 -6.906e+01 2.660e-04
CCCCCCCC(COC(=O)C)CCCCCC 553 50 6.727e-01 -6.107e+01 4.767e-04
CCCCCCCC(COC(=O)C)CCCCCC 370 100 8.219e-01 -8.282e+01 1.106e-04
CCCCCCCC(COC(=O)C)CCCCCC 589 250 6.882e-01 -6.252e+01 2.978e-04
CCCCCCCC(COC(=O)C)CCCCCC 443 750 8.237e-01 -8.180e+01 8.352e-05
CCCCCCCC(COC(=O)C)CCCCCC 589 1000 7.709e-01 -7.313e+01 1.028e-04
CCCCOC(CC(OCCCC)OCCCC)C 404 1 7.742e-01 -6.772e+01 2.324e-04
CCCCOC(CC(OCCCC)OCCCC)C 329 100 8.463e-01 -7.791e+01 1.056e-04
CCCCOC(CC(OCCCC)OCCCC)C 329 500 8.757e-01 -8.202e+01 7.808e-05
CCCCOC(CC(OCCCC)OCCCC)C 515 500 7.607e-01 -6.529e+01 1.627e-04
CCCCOC(CC(OCCCC)OCCCC)C 515 750 7.846e-01 -6.816e+01 1.303e-04
CCCCOC(CC(OCCCC)OCCCC)C 590 1000 7.710e-01 -6.619e+01 1.313e-04
CC(OC(=O)C=C)CC 264 50 9.209e-01 -4.727e+01 6.942e-05
CC(OC(=O)C=C)CC 452 250 7.627e-01 -3.513e+01 2.600e-04
CC(OC(=O)C=C)CC 420 500 8.213e-01 -3.887e+01 1.375e-04
CC(OC(=O)C=C)CC 264 1000 9.715e-01 -5.026e+01 4.526e-05
CC(=O)O[C@H](C(C)C)C 261 50 9.095e-01 -4.701e+01 7.510e-05
CC(=O)O[C@H](C(C)C)C 373 100 8.034e-01 -3.842e+01 1.844e-04
CC(=O)O[C@H](C(C)C)C 289 750 9.250e-01 -4.728e+01 5.363e-05
CC(=O)O[C@H](C(C)C)C 345 750 8.820e-01 -4.355e+01 7.458e-05
CCCC(C1CC1)(O)C 370 100 8.093e-01 -4.687e+01 1.326e-04
CCCC(C1CC1)(O)C 370 250 8.250e-01 -4.847e+01 1.071e-04
CCCC(C1CC1)(O)C 370 500 8.411e-01 -4.955e+01 8.161e-05
CCCC(C1CC1)(O)C 434 500 7.955e-01 -4.407e+01 1.085e-04
CCCC(C1CC1)(O)C 338 750 8.784e-01 -5.393e+01 6.120e-05
OCC(OCC(OC)C)C 357 50 8.943e-01 -6.094e+01 1.147e-04
OCC(OCC(OC)C)C 291 100 9.581e-01 -6.947e+01 6.114e-05
OCC(OCC(OC)C)C 456 100 8.039e-01 -4.928e+01 2.218e-04
OCC(OCC(OC)C)C 489 500 8.251e-01 -4.995e+01 1.524e-04
OCC(OCC(OC)C)C 390 1000 9.316e-01 -6.206e+01 6.273e-05
CCC(C1CCCCC1)O 333 1 8.753e-01 -5.983e+01 8.696e-05
CCC(C1CCCCC1)O 408 50 8.115e-01 -4.951e+01 1.218e-04
CCC(C1CCCCC1)O 446 100 7.861e-01 -4.622e+01 1.893e-04
CCC(C1CCCCC1)O 521 250 7.414e-01 -4.155e+01 2.139e-04
Oc1cccc(c1)C(=O)O 656 1 1.020e+00 -6.078e+01 1.396e-04
Oc1cccc(c1)C(=O)O 500 50 1.163e+00 -7.643e+01 5.374e-05
Oc1cccc(c1)C(=O)O 656 1000 1.112e+00 -6.698e+01 6.206e-05
Oc1cccc(c1)C(=O)O 718 1000 1.075e+00 -6.301e+01 7.894e-05
CCCC(CC(O)(C)C)O 431 50 8.088e-01 -5.631e+01 1.412e-04
CCCC(CC(O)(C)C)O 333 100 8.958e-01 -6.998e+01 6.119e-05
CCCC(CC(O)(C)C)O 366 100 8.666e-01 -6.489e+01 9.074e-05
CCCC(CC(O)(C)C)O 497 100 7.583e-01 -4.958e+01 2.267e-04
CCCC(CC(O)(C)C)O 366 250 8.791e-01 -6.627e+01 8.067e-05
CCCC(CC(O)(C)C)O 464 250 8.055e-01 -5.469e+01 1.361e-04
CCCC(CC(O)(C)C)O 497 250 7.799e-01 -5.146e+01 1.824e-04
CCCC(CC(O)(C)C)O 497 750 8.261e-01 -5.548e+01 9.405e-05
CCC(=O)C1=CCCCC1 373 250 8.970e-01 -5.106e+01 9.721e-05
CCC(=O)C1=CCCCC1 567 250 7.501e-01 -3.955e+01 2.698e-04
CCC(=O)C1=CCCCC1 373 500 9.130e-01 -5.205e+01 7.243e-05
CCC(=O)C1=CCCCC1 528 750 8.318e-01 -4.521e+01 1.101e-04
CCC(C(C)C)(CO)CO 502 250 8.152e-01 -5.444e+01 1.244e-04
CCC(C(C)C)(CO)CO 388 500 9.089e-01 -6.784e+01 5.330e-05
CCC(C(=O)C(C)(C)C)C 425 100 7.156e-01 -3.818e+01 2.261e-04
CCC(C(=O)C(C)(C)C)C 425 250 7.358e-01 -3.955e+01 1.810e-04
CCC(C(=O)C(C)(C)C)C 455 500 7.419e-01 -3.983e+01 1.509e-04
CCC(C(=O)C(C)(C)C)C 303 750 8.523e-01 -4.919e+01 5.244e-05
CCC(C(=O)C(C)(C)C)C 394 1000 8.132e-01 -4.543e+01 7.073e-05
CC12OCC(CO1)(CO2)C 512 250 8.798e-01 -3.103e+01 2.654e-04
CC12OCC(CO1)(CO2)C 434 500 9.908e-01 -3.644e+01 1.177e-04
CC12OCC(CO1)(CO2)C 453 500 9.758e-01 -3.564e+01 1.189e-04
CC12OCC(CO1)(CO2)C 395 750 1.049e+00 -3.944e+01 8.718e-05
CC1C=C(C)CC(C1)(C)O 479 1 7.556e-01 -4.241e+01 2.983e-04
CC1C=C(C)CC(C1)(C)O 348 250 8.993e-01 -5.819e+01 6.406e-05
CC1C=C(C)CC(C1)(C)O 512 250 7.680e-01 -4.270e+01 2.163e-04
CCCCCCC(OC)C 335 50 7.577e-01 -4.639e+01 1.299e-04
CCCCCCC(OC)C 484 50 6.217e-01 -3.508e+01 7.556e-04
CCCCCCC(OC)C 306 100 7.854e-01 -4.888e+01 9.528e-05
CCCCCCC(OC)C 395 250 7.289e-01 -4.348e+01 1.646e-04
CCCCCCC(OC)C 276 1000 8.554e-01 -5.514e+01 4.254e-05
COC(CCCC(C)C)C 272 250 8.216e-01 -5.130e+01 8.026e-05
COC(CCCC(C)C)C 417 250 7.109e-01 -4.105e+01 1.861e-04
COC(CCCC(C)C)C 388 750 7.728e-01 -4.605e+01 1.028e-04
C[C@@H]1CO[C@@H](OC1)C(C)C 274 1 9.416e-01 -4.899e+01 7.444e-05
C[C@@H]1CO[C@@H](OC1)C(C)C 433 100 7.941e-01 -3.768e+01 2.419e-04
C[C@@H]1CO[C@@H](OC1)C(C)C 306 500 9.438e-01 -4.849e+01 6.612e-05
C[C@@H]1CO[C@@H](OC1)C(C)C 274 750 9.854e-01 -5.190e+01 4.302e-05
C[C@@H]1CO[C@@H](OC1)C(C)C 433 750 8.695e-01 -4.242e+01 9.638e-05
C[C@@H]1CO[C@@H](OC1)C(C)C 497 750 8.262e-01 -3.924e+01 1.282e-04
C[C@@H]1CO[C@@H](OC1)C(C)C 338 1000 9.474e-01 -4.832e+01 5.714e-05
CCCC[C@@H](CC(=O)O)C 373 500 8.920e-01 -6.898e+01 6.857e-05
CCCC[C@@H](CC(=O)O)C 373 750 9.060e-01 -6.986e+01 5.799e-05
O=COCCCCOC=O 284 750 1.177e+00 -6.677e+01 3.024e-05
O=COCCCCOC=O 490 750 1.015e+00 -5.234e+01 9.560e-05
O=COCCCCOC=O 318 1000 1.162e+00 -6.465e+01 3.203e-05
O=COCCCCOC=O 524 1000 1.013e+00 -5.193e+01 8.312e-05
CCCCOCC(CO)O 536 100 7.849e-01 -5.441e+01 2.964e-04
CCCCOCC(CO)O 573 250 7.780e-01 -5.270e+01 2.199e-04
CCCCOCC(CO)O 573 500 8.110e-01 -5.532e+01 1.546e-04
CCCCOCC(CO)O 390 750 9.552e-01 -7.649e+01 5.533e-05
CC[C@@H](C(=O)O)CC(C)C 471 50 7.656e-01 -5.215e+01 2.624e-04
CC[C@@H](C(=O)O)CC(C)C 367 100 8.580e-01 -6.472e+01 1.047e-04
CC[C@@H](C(=O)O)CC(C)C 471 250 7.936e-01 -5.408e+01 1.685e-04
CC[C@@H](C(=O)O)CC(C)C 333 750 9.251e-01 -7.123e+01 4.880e-05
CC[C@@H](C(=O)O)CC(C)C 298 1000 9.529e-01 -7.342e+01 3.757e-05
CC[C@@H](C(=O)O)CC(C)C 436 1000 8.760e-01 -6.200e+01 7.027e-05
CCC(CCCC(=O)C)C 482 100 6.813e-01 -4.034e+01 3.222e-04
CCC(CCCC(=O)C)C 351 250 8.007e-01 -5.124e+01 9.936e-05
CCC(CCCC(=O)C)C 351 1000 8.433e-01 -5.470e+01 6.098e-05
CCC(CCCC(=O)C)C 515 1000 7.564e-01 -4.577e+01 1.098e-04
O=CC=Cc1ccccc1 374 50 9.725e-01 -5.583e+01 6.937e-05
O=CC=Cc1ccccc1 291 750 1.070e+00 -6.444e+01 2.635e-05
C[C@H]1O[C@@H](C)OC(C1)(C)C 337 1 8.735e-01 -4.261e+01 1.759e-04
C[C@H]1O[C@@H](C)OC(C1)(C)C 370 50 8.450e-01 -4.027e+01 1.866e-04
C[C@H]1O[C@@H](C)OC(C1)(C)C 468 50 7.312e-01 -3.259e+01 5.960e-04
C[C@H]1O[C@@H](C)OC(C1)(C)C 435 250 8.086e-01 -3.734e+01 2.319e-04
CCCCCC[C@@H](CC)O 290 250 8.439e-01 -7.126e+01 6.590e-05
CCCCCC[C@@H](CC)O 387 250 7.694e-01 -5.627e+01 1.114e-04
CCCCCC[C@@H](CC)O 419 250 7.447e-01 -5.209e+01 1.157e-04
CCCCCC[C@@H](CC)O 451 750 7.625e-01 -5.233e+01 9.915e-05
CCCCCC[C@@H](CC)O 484 1000 7.599e-01 -5.120e+01 9.279e-05
CC1CCCC(N1C)(C)C 440 1 7.041e-01 -3.427e+01 3.180e-04
CC1CCCC(N1C)(C)C 440 50 7.132e-01 -3.483e+01 3.065e-04
CC1CCCC(N1C)(C)C 473 50 6.837e-01 -3.288e+01 3.916e-04
CC1CCCC(N1C)(C)C 309 100 8.268e-01 -4.313e+01 1.011e-04
CC1CCCC(N1C)(C)C 506 100 6.645e-01 -3.167e+01 4.744e-04
