SMILES T P density einter compress
CCCC(CCCC(C)(C)C)C 396 100 6.860e-01 -4.740e+01 1.770e-04
CCCC(CCCC(C)(C)C)C 321 500 7.680e-01 -5.598e+01 8.155e-05
CCCC(CCCC(C)(C)C)C 507 500 6.632e-01 -4.475e+01 2.078e-04
CCCC(CCCC(C)(C)C)C 247 750 8.280e-01 -6.292e+01 3.607e-05
CCCC(CCCC(C)(C)C)C 396 1000 7.537e-01 -5.389e+01 7.154e-05
CCC(CCCCC(C)(C)C)C 247 1 7.939e-01 -5.991e+01 6.495e-05
CCC(CCCCC(C)(C)C)C 475 250 6.514e-01 -4.412e+01 2.599e-04
CCC(CCCCC(C)(C)C)C 323 750 7.814e-01 -5.768e+01 6.414e-05
CC(CCCCCC(C)(C)C)C 285 1 7.638e-01 -5.690e+01 1.049e-04
CC(CCCCCC(C)(C)C)C 323 250 7.513e-01 -5.513e+01 9.524e-05
CC(CCCCCC(C)(C)C)C 323 500 7.684e-01 -5.691e+01 8.071e-05
CC(CCCCCC(C)(C)C)C 475 750 7.006e-01 -4.910e+01 1.125e-04
CCCCCCC(C(C)C)(C)C 482 50 6.219e-01 -4.075e+01 5.273e-04
CCCCCCC(C(C)C)(C)C 247 250 8.172e-01 -6.134e+01 5.286e-05
CCCCCCC(C(C)C)(C)C 404 500 7.284e-01 -5.085e+01 1.179e-04
CCCCCC(C(C(C)C)C)C 515 1000 7.062e-01 -4.887e+01 9.098e-05
CCCCC(CC(C(C)C)C)C 247 250 8.100e-01 -6.155e+01 5.042e-05
CCCCC(CC(C(C)C)C)C 436 500 7.026e-01 -4.905e+01 1.218e-04
CCCC(CCC(C(C)C)C)C 361 100 7.151e-01 -5.102e+01 1.242e-04
CCCC(CCC(C(C)C)C)C 247 250 8.068e-01 -6.157e+01 4.781e-05
CCCC(CCC(C(C)C)C)C 323 250 7.528e-01 -5.510e+01 9.377e-05
CCCC(CCC(C(C)C)C)C 247 1000 8.352e-01 -6.432e+01 3.414e-05
CCCC(CCC(C(C)C)C)C 476 1000 7.200e-01 -5.088e+01 1.131e-04
CCC(CCCC(C(C)C)C)C 247 100 7.991e-01 -6.110e+01 6.835e-05
CCC(CCCC(C(C)C)C)C 286 250 7.800e-01 -5.876e+01 7.107e-05
CCC(CCCC(C(C)C)C)C 440 250 6.792e-01 -4.737e+01 1.806e-04
CCC(CCCC(C(C)C)C)C 324 750 7.816e-01 -5.834e+01 5.867e-05
CCC(CCCC(C(C)C)C)C 363 750 7.600e-01 -5.576e+01 7.737e-05
CC(CCCCC(C(C)C)C)C 285 100 7.696e-01 -5.820e+01 7.849e-05
CC(CCCCC(C(C)C)C)C 400 250 7.025e-01 -5.039e+01 1.512e-04
CC(CCCCC(C(C)C)C)C 477 250 6.522e-01 -4.521e+01 2.318e-04
CC(CCCCC(C(C)C)C)C 438 750 7.201e-01 -5.189e+01 1.108e-04
CCCCCC(CC(C)C)(C)C 247 100 7.995e-01 -5.888e+01 5.957e-05
CCCCCC(CC(C)C)(C)C 470 100 6.372e-01 -4.183e+01 3.672e-04
CCCCCC(CC(C)C)(C)C 396 750 7.456e-01 -5.226e+01 9.096e-05
CCCCCC(CC(C)C)(C)C 507 750 6.914e-01 -4.667e+01 1.481e-04
CCCCC(C(CC(C)C)C)C 247 100 7.997e-01 -6.016e+01 6.329e-05
CCCCC(C(CC(C)C)C)C 360 250 7.277e-01 -5.171e+01 1.160e-04
CCCCC(C(CC(C)C)C)C 472 500 6.837e-01 -4.688e+01 1.366e-04
CCCCC(C(CC(C)C)C)C 360 750 7.608e-01 -5.491e+01 7.514e-05
CCCC(CC(CC(C)C)C)C 432 100 6.589e-01 -4.481e+01 2.810e-04
CCCC(CC(CC(C)C)C)C 395 250 7.022e-01 -4.909e+01 1.549e-04
CCCC(CC(CC(C)C)C)C 247 500 8.152e-01 -6.156e+01 4.104e-05
CCCC(CC(CC(C)C)C)C 432 750 7.215e-01 -5.072e+01 1.078e-04
CCCC(CC(CC(C)C)C)C 506 750 6.861e-01 -4.701e+01 1.281e-04
CCC(CCC(CC(C)C)C)C 247 1 7.935e-01 -6.019e+01 7.008e-05
CCC(CCC(CC(C)C)C)C 509 250 6.306e-01 -4.235e+01 3.169e-04
CCC(CCC(CC(C)C)C)C 509 1000 7.028e-01 -4.904e+01 9.766e-05
CC(CCCC(CC(C)C)C)C 358 1 7.040e-01 -5.056e+01 1.591e-04
CC(CCCC(CC(C)C)C)C 358 50 7.083e-01 -5.096e+01 1.523e-04
CC(CCCC(CC(C)C)C)C 432 50 6.496e-01 -4.484e+01 3.074e-04
CC(CCCC(CC(C)C)C)C 284 500 7.908e-01 -6.006e+01 6.498e-05
CC(CCCC(CC(C)C)C)C 432 500 7.017e-01 -4.987e+01 1.208e-04
CC(CCCC(CC(C)C)C)C 247 750 8.248e-01 -6.403e+01 4.383e-05
CC(CCCC(CC(C)C)C)C 432 1000 7.348e-01 -5.306e+01 8.294e-05
CCCCC(CCC(C)C)(C)C 433 50 6.504e-01 -4.332e+01 3.214e-04
CCCCC(CCC(C)C)(C)C 470 50 6.206e-01 -4.055e+01 4.420e-04
CCCCC(CCC(C)C)(C)C 358 500 7.497e-01 -5.318e+01 8.869e-05
CCCCC(CCC(C)C)(C)C 321 1000 7.961e-01 -5.794e+01 5.081e-05
CCCCC(CCC(C)C)(C)C 396 1000 7.573e-01 -5.362e+01 7.264e-05
CCCC(C(CCC(C)C)C)C 436 50 6.514e-01 -4.434e+01 2.659e-04
CCCC(C(CCC(C)C)C)C 322 100 7.437e-01 -5.406e+01 1.126e-04
CCCC(C(CCC(C)C)C)C 360 100 7.149e-01 -5.081e+01 1.453e-04
CCCC(C(CCC(C)C)C)C 285 500 7.932e-01 -5.951e+01 6.155e-05
CCCC(C(CCC(C)C)C)C 436 1000 7.369e-01 -5.244e+01 8.998e-05
CCC(CC(CCC(C)C)C)C 247 100 7.957e-01 -6.023e+01 6.980e-05
CCC(CC(CCC(C)C)C)C 359 750 7.593e-01 -5.540e+01 6.921e-05
CCC(CC(CCC(C)C)C)C 472 750 7.019e-01 -4.907e+01 1.197e-04
CCC(CC(CCC(C)C)C)C 509 1000 7.031e-01 -4.904e+01 1.053e-04
CC(CCC(C)C)CCC(C)C 395 250 7.006e-01 -5.005e+01 1.654e-04
CC(CCC(C)C)CCC(C)C 284 500 7.913e-01 -6.039e+01 6.265e-05
CCCC(CCCC(C)C)(C)C 321 1 7.363e-01 -5.231e+01 1.246e-04
CCCC(CCCC(C)C)(C)C 247 100 7.994e-01 -5.960e+01 5.715e-05
CCCC(CCCC(C)C)(C)C 507 250 6.340e-01 -4.182e+01 3.141e-04
CCC(C(CCCC(C)C)C)C 400 1 6.743e-01 -4.707e+01 2.306e-04
CCC(C(CCCC(C)C)C)C 247 100 8.004e-01 -6.128e+01 6.793e-05
CCC(C(CCCC(C)C)C)C 400 250 7.034e-01 -4.982e+01 1.696e-04
CCC(C(CCCC(C)C)C)C 400 500 7.242e-01 -5.195e+01 1.089e-04
CCC(C(CCCC(C)C)C)C 438 750 7.211e-01 -5.132e+01 9.721e-05
CCC(CCCCC(C)C)(C)C 400 50 6.809e-01 -4.689e+01 2.254e-04
CCC(CCCCC(C)C)(C)C 285 1000 8.167e-01 -6.121e+01 4.299e-05
CCCCCC(C(CC)(C)C)C 247 100 8.071e-01 -5.970e+01 5.977e-05
CCCCCC(C(CC)(C)C)C 286 500 7.992e-01 -5.825e+01 6.700e-05
CCCCCC(C(CC)(C)C)C 247 1000 8.440e-01 -6.341e+01 2.942e-05
CCCCC(CC(CC)(C)C)C 470 50 6.274e-01 -4.055e+01 3.506e-04
CCCCC(CC(CC)(C)C)C 247 100 8.042e-01 -5.862e+01 7.316e-05
CCCCC(CC(CC)(C)C)C 284 250 7.841e-01 -5.620e+01 7.476e-05
CCCCC(CC(CC)(C)C)C 247 750 8.317e-01 -6.140e+01 3.955e-05
CCCCC(CC(CC)(C)C)C 321 1000 7.988e-01 -5.723e+01 5.558e-05
CCC(CCCC(CC)(C)C)C 475 50 6.189e-01 -4.027e+01 4.408e-04
CCC(CCCC(CC)(C)C)C 437 100 6.593e-01 -4.405e+01 2.543e-04
CCC(CCCC(CC)(C)C)C 247 250 8.081e-01 -6.002e+01 5.263e-05
CCC(CCCC(CC)(C)C)C 437 250 6.797e-01 -4.591e+01 1.781e-04
CCC(CCCC(CC)(C)C)C 247 500 8.214e-01 -6.134e+01 4.604e-05
CCC(CCCC(CC)(C)C)C 285 1000 8.174e-01 -6.048e+01 4.401e-05
CCC(CCCC(CC)(C)C)C 513 1000 7.043e-01 -4.785e+01 1.013e-04
CCCC(CCC(CC)(C)C)C 285 1 7.648e-01 -5.491e+01 9.272e-05
CCCC(CCC(CC)(C)C)C 285 250 7.812e-01 -5.647e+01 7.899e-05
CCCC(CCC(CC)(C)C)C 324 250 7.547e-01 -5.354e+01 9.397e-05
CCCC(CCC(CC)(C)C)C 478 750 7.038e-01 -4.769e+01 1.145e-04
CCCC(CCC(CC)(C)C)C 362 1000 7.757e-01 -5.516e+01 6.591e-05
CCCC(CCC(CC)(C)C)C 401 1000 7.560e-01 -5.297e+01 6.660e-05
CCCC(CCC(CC)(C)C)C 439 1000 7.372e-01 -5.092e+01 8.713e-05
CCCCCC(C(CC)C)(C)C 402 50 6.866e-01 -4.624e+01 2.140e-04
CCCCCC(C(CC)C)(C)C 479 50 6.276e-01 -4.071e+01 4.172e-04
CCCCCC(C(CC)C)(C)C 441 100 6.661e-01 -4.422e+01 3.115e-04
CCCCCC(C(CC)C)(C)C 363 500 7.527e-01 -5.275e+01 8.488e-05
CCCCCC(C(CC)C)(C)C 479 750 7.105e-01 -4.808e+01 1.196e-04
CCCCCC(C(CC)C)(C)C 402 1000 7.622e-01 -5.341e+01 7.141e-05
CCCCC(C(C(CC)C)C)C 324 100 7.469e-01 -5.317e+01 1.054e-04
CCCCC(C(C(CC)C)C)C 362 500 7.511e-01 -5.335e+01 8.317e-05
CCCCC(C(C(CC)C)C)C 400 500 7.293e-01 -5.096e+01 9.707e-05
CCCC(CC(C(CC)C)C)C 474 50 6.232e-01 -4.102e+01 3.696e-04
CCCC(CC(C(CC)C)C)C 436 100 6.619e-01 -4.472e+01 2.338e-04
CCCC(CC(C(CC)C)C)C 323 500 7.684e-01 -5.561e+01 6.958e-05
CCCC(CC(C(CC)C)C)C 247 750 8.266e-01 -6.228e+01 4.614e-05
CCC(CCC(C(CC)C)C)C 247 1 7.949e-01 -5.978e+01 6.470e-05
CCC(CCC(C(CC)C)C)C 247 100 7.991e-01 -6.018e+01 6.990e-05
CCC(CCC(C(CC)C)C)C 400 500 7.252e-01 -5.135e+01 1.081e-04
CCC(CCC(C(CC)C)C)C 438 750 7.219e-01 -5.074e+01 9.447e-05
CCCCC(CC(CC)C)(C)C 284 50 7.745e-01 -5.525e+01 8.598e-05
CCCCC(CC(CC)C)(C)C 397 250 7.099e-01 -4.815e+01 1.526e-04
CCCCC(CC(CC)C)(C)C 359 750 7.676e-01 -5.371e+01 6.933e-05
CCCCC(CC(CC)C)(C)C 472 1000 7.265e-01 -4.930e+01 9.060e-05
CCCC(C(CC(CC)C)C)C 398 1 6.766e-01 -4.610e+01 2.564e-04
CCCC(C(CC(CC)C)C)C 398 50 6.828e-01 -4.666e+01 2.086e-04
CCCC(C(CC(CC)C)C)C 247 750 8.262e-01 -6.204e+01 4.000e-05
CCCC(C(CC(CC)C)C)C 323 750 7.835e-01 -5.706e+01 6.609e-05
CCCC(C(CC(CC)C)C)C 512 1000 7.067e-01 -4.850e+01 1.040e-04
CCC(CC(CC(CC)C)C)C 247 100 7.972e-01 -5.901e+01 6.918e-05
CCC(CC(CC(CC)C)C)C 510 250 6.310e-01 -4.154e+01 2.787e-04
CCC(CC(CC(CC)C)C)C 322 500 7.682e-01 -5.544e+01 7.174e-05
CCCC(CCC(CC)C)(C)C 396 1 6.764e-01 -4.546e+01 2.681e-04
CCCC(CCC(CC)C)(C)C 284 50 7.711e-01 -5.537e+01 8.941e-05
CCCC(CCC(CC)C)(C)C 507 50 5.918e-01 -3.773e+01 5.488e-04
CCCC(CCC(CC)C)(C)C 507 250 6.348e-01 -4.131e+01 2.886e-04
CCCC(CCC(CC)C)(C)C 433 500 7.058e-01 -4.802e+01 1.239e-04
CCCC(CCC(CC)C)(C)C 247 750 8.279e-01 -6.152e+01 4.170e-05
CCCC(CCC(CC)C)(C)C 470 750 7.068e-01 -4.796e+01 1.095e-04
CCCCC(C(CCC)(C)C)C 401 50 6.893e-01 -4.645e+01 1.785e-04
CCCCC(C(CCC)(C)C)C 439 100 6.669e-01 -4.417e+01 2.118e-04
CCCCC(C(CCC)(C)C)C 401 250 7.112e-01 -4.838e+01 1.432e-04
CCCCC(C(CCC)(C)C)C 439 750 7.292e-01 -4.991e+01 1.071e-04
CCCC(CC(CCC)(C)C)C 359 1 7.092e-01 -4.819e+01 1.850e-04
CCCC(CC(CCC)(C)C)C 247 50 7.992e-01 -5.803e+01 6.353e-05
CCCC(CC(CCC)(C)C)C 359 500 7.530e-01 -5.237e+01 8.994e-05
CCCC(CC(CCC)(C)C)C 284 1000 8.196e-01 -5.961e+01 4.663e-05
CCCCC(C(CCC)C)(C)C 478 50 6.269e-01 -4.042e+01 3.898e-04
CCCCC(C(CCC)C)(C)C 362 250 7.371e-01 -5.088e+01 1.074e-04
CCCCC(C(CCC)C)(C)C 401 250 7.117e-01 -4.827e+01 1.295e-04
CCCC(C(C(CCC)C)C)C 514 50 5.951e-01 -3.817e+01 5.431e-04
CCCC(C(C(CCC)C)C)C 438 1000 7.421e-01 -5.186e+01 8.213e-05
CCCC(C(C(CCC)C)C)C 476 1000 7.256e-01 -5.013e+01 8.880e-05
CCCCC(C(C)(C)C)CCC 284 1 7.702e-01 -5.446e+01 9.616e-05
CCCCC(C(C)(C)C)CCC 509 1 5.770e-01 -3.598e+01 9.426e-04
CCCCC(C(C)(C)C)CCC 509 250 6.390e-01 -4.094e+01 2.637e-04
CCCCC(C(C)(C)C)CCC 247 500 8.232e-01 -6.021e+01 4.270e-05
CCCCC(C(C)(C)C)CCC 359 500 7.537e-01 -5.222e+01 8.554e-05
CCCCC(C(C)(C)C)CCC 472 500 6.909e-01 -4.564e+01 1.551e-04
CCCCC(CC(C)C)CCC 357 50 7.095e-01 -5.078e+01 1.727e-04
CCCCC(CC(C)C)CCC 357 250 7.296e-01 -5.270e+01 1.208e-04
CCCCC(CC(C)C)CCC 503 500 6.666e-01 -4.584e+01 1.607e-04
CCCCC(CC(C)C)CCC 357 750 7.608e-01 -5.585e+01 7.693e-05
CCCC(CCC(C)C)CCC 284 50 7.677e-01 -5.785e+01 7.027e-05
CCCC(CCC(C)C)CCC 503 50 5.944e-01 -3.957e+01 5.697e-04
CCCC(CCC(C)C)CCC 393 100 6.899e-01 -4.899e+01 1.823e-04
CCCC(CCC(C)C)CCC 357 250 7.285e-01 -5.301e+01 1.233e-04
CCCC(CCC(C)C)CCC 284 750 8.032e-01 -6.147e+01 5.376e-05
CCCC(CCC(C)C)CCC 430 1000 7.388e-01 -5.351e+01 7.363e-05
CCCCC(C(CC)C)CCC 397 1 6.755e-01 -4.671e+01 2.707e-04
CCCCC(C(CC)C)CCC 435 50 6.543e-01 -4.452e+01 3.527e-04
CCCCC(C(CC)C)CCC 435 500 7.054e-01 -4.933e+01 1.248e-04
CCCC(CC(CC)C)CCC 284 1 7.646e-01 -5.629e+01 8.934e-05
CCCC(CC(CC)C)CCC 395 50 6.826e-01 -4.736e+01 2.361e-04
CCCC(CC(CC)C)CCC 247 100 7.996e-01 -6.035e+01 7.419e-05
CCCC(CC(CC)C)CCC 395 100 6.892e-01 -4.802e+01 1.835e-04
CCCC(CC(CC)C)CCC 247 250 8.045e-01 -6.087e+01 5.368e-05
CCCC(CC(CC)C)CCC 506 250 6.329e-01 -4.225e+01 3.209e-04
CCCC(CC(CC)C)CCC 284 500 7.938e-01 -5.931e+01 6.598e-05
CCCC(CC(CC)C)CCC 395 750 7.426e-01 -5.319e+01 8.906e-05
CCCC(CC(CC)C)CCC 358 1000 7.751e-01 -5.660e+01 5.740e-05
CCCCC(CCC)(CCC)C 285 1 7.703e-01 -5.586e+01 7.482e-05
CCCCC(CCC)(CCC)C 510 1 5.805e-01 -3.715e+01 7.619e-04
CCCCC(CCC)(CCC)C 510 50 5.948e-01 -3.825e+01 6.161e-04
CCCCC(CCC)(CCC)C 322 100 7.500e-01 -5.350e+01 1.241e-04
CCCCC(CCC)(CCC)C 510 250 6.378e-01 -4.193e+01 3.172e-04
CCCCC(CCC)(CCC)C 360 500 7.533e-01 -5.344e+01 8.809e-05
CCCCC(CCC)(CCC)C 397 500 7.321e-01 -5.112e+01 1.188e-04
CCCCC(CCC)(CCC)C 472 750 7.109e-01 -4.865e+01 1.058e-04
CCCCC(CCC)(CCC)C 510 750 6.932e-01 -4.691e+01 1.325e-04
CCCC(C(CCC)C)CCC 471 50 6.249e-01 -4.158e+01 4.183e-04
CCCC(C(CCC)C)CCC 433 750 7.257e-01 -5.123e+01 1.011e-04
CCCC(C(CCC)C)CCC 471 750 7.067e-01 -4.920e+01 1.361e-04
CCCC(C(CCC)C)CCC 359 1000 7.765e-01 -5.674e+01 5.969e-05
CCCC(C(CCC)C)CCC 396 1000 7.575e-01 -5.454e+01 6.919e-05
CCCCCC(C(C)C)C(C)C 360 1 7.097e-01 -4.947e+01 1.820e-04
CCCCCC(C(C)C)C(C)C 511 1 5.819e-01 -3.737e+01 8.143e-04
CCCCCC(C(C)C)C(C)C 322 750 7.866e-01 -5.729e+01 5.912e-05
CCCCCC(C(C)C)C(C)C 473 750 7.089e-01 -4.878e+01 1.310e-04
CCCCC(C(C)C)CC(C)C 394 1 6.770e-01 -4.607e+01 2.546e-04
CCCCC(C(C)C)CC(C)C 468 50 6.246e-01 -4.099e+01 4.996e-04
CCCCC(C(C)C)CC(C)C 394 100 6.885e-01 -4.714e+01 1.944e-04
CCCCC(C(C)C)CC(C)C 321 500 7.686e-01 -5.550e+01 7.272e-05
CCCCC(C(C)C)CC(C)C 284 750 8.038e-01 -5.940e+01 5.098e-05
CCCCC(C(C)C)CC(C)C 505 750 6.890e-01 -4.668e+01 1.275e-04
CCCC(C(C)C)CCC(C)C 247 50 7.947e-01 -5.957e+01 6.172e-05
CCCC(C(C)C)CCC(C)C 247 100 7.996e-01 -6.000e+01 6.117e-05
CCCC(C(C)C)CCC(C)C 321 250 7.550e-01 -5.464e+01 9.931e-05
CCCC(C(C)C)CCC(C)C 321 750 7.833e-01 -5.743e+01 6.533e-05
CCCC(C(C)C)CCC(C)C 358 750 7.614e-01 -5.490e+01 6.914e-05
CCCCC(C(CC)C)C(C)C 285 1 7.706e-01 -5.535e+01 8.878e-05
CCCCC(C(CC)C)C(C)C 397 1 6.817e-01 -4.583e+01 2.279e-04
CCCCC(C(CC)C)C(C)C 285 500 7.977e-01 -5.805e+01 6.141e-05
CCCCC(C(CC)C)C(C)C 322 500 7.756e-01 -5.546e+01 7.303e-05
CCCCC(C(CC)C)C(C)C 322 1000 7.994e-01 -5.778e+01 5.541e-05
CCCCC(C(CC)C)C(C)C 472 1000 7.270e-01 -4.977e+01 9.458e-05
CCCC(C(C)C)CC(CC)C 247 50 7.958e-01 -5.826e+01 6.440e-05
CCCC(C(C)C)CC(CC)C 395 500 7.277e-01 -5.031e+01 9.822e-05
CCCC(C(C)C)CC(CC)C 506 750 6.903e-01 -4.626e+01 1.337e-04
CCCC(C(C)C)CC(CC)C 358 1000 7.762e-01 -5.529e+01 6.323e-05
CCCCC(C(C)C)(CCC)C 285 1 7.783e-01 -5.522e+01 8.889e-05
CCCCC(C(C)C)(CCC)C 516 1 5.810e-01 -3.624e+01 9.576e-04
CCCCC(C(C)C)(CCC)C 285 500 8.055e-01 -5.793e+01 5.672e-05
CCCCC(C(C)C)(CCC)C 478 500 6.944e-01 -4.593e+01 1.558e-04
CCCCC(C(C)C)(CCC)C 516 750 6.976e-01 -4.611e+01 1.234e-04
CCCCC(C(C)C)(CCC)C 362 1000 7.852e-01 -5.512e+01 6.099e-05
CCCC(C(CCC)C)C(C)C 397 1 6.814e-01 -4.575e+01 2.195e-04
CCCC(C(CCC)C)C(C)C 509 1 5.794e-01 -3.654e+01 8.932e-04
CCCC(C(CCC)C)C(C)C 359 500 7.530e-01 -5.286e+01 9.136e-05
CCCC(C(CCC)C)C(C)C 509 500 6.714e-01 -4.441e+01 1.802e-04
CCCC(C(CCC)C)C(C)C 284 750 8.114e-01 -5.933e+01 4.367e-05
CCCC(C(CCC)C)C(C)C 509 750 6.940e-01 -4.650e+01 1.245e-04
CCCCCC(CC)(CC)CC 325 1 7.453e-01 -5.207e+01 1.260e-04
CCCCCC(CC)(CC)CC 247 50 8.065e-01 -5.896e+01 6.654e-05
CCCCCC(CC)(CC)CC 443 50 6.603e-01 -4.348e+01 3.210e-04
CCCCCC(CC)(CC)CC 443 100 6.685e-01 -4.422e+01 2.390e-04
CCCCCC(CC)(CC)CC 482 500 6.919e-01 -4.615e+01 1.539e-04
CCCCCC(CC)(CC)CC 521 500 6.701e-01 -4.412e+01 1.977e-04
CCCCCC(CC)(CC)CC 325 1000 8.029e-01 -5.764e+01 5.378e-05
CCCCCC(CC)(CC)CC 443 1000 7.451e-01 -5.130e+01 7.888e-05
CCCCC(C(CC)CC)CC 398 50 6.860e-01 -4.694e+01 2.053e-04
CCCCC(C(CC)CC)CC 436 100 6.621e-01 -4.455e+01 2.488e-04
CCCCC(C(CC)CC)CC 285 500 7.955e-01 -5.860e+01 6.635e-05
CCCCC(C(CC)CC)CC 360 500 7.491e-01 -5.327e+01 8.700e-05
CCCCC(C(CC)CC)CC 436 1000 7.404e-01 -5.192e+01 8.635e-05
CCC(CCC(CC)CC)CC 476 500 6.833e-01 -4.702e+01 1.360e-04
CCC(CCC(CC)CC)CC 247 750 8.263e-01 -6.295e+01 4.057e-05
CCC(CCC(CC)CC)CC 361 750 7.617e-01 -5.523e+01 8.077e-05
CCC(CCC(CC)CC)CC 438 1000 7.371e-01 -5.237e+01 7.266e-05
CCCCC(CCC)(CC)CC 438 1 6.519e-01 -4.248e+01 3.790e-04
CCCCC(CCC)(CC)CC 285 100 7.842e-01 -5.596e+01 8.063e-05
CCCCC(CCC)(CC)CC 400 250 7.155e-01 -4.851e+01 1.593e-04
CCCCC(CCC)(CC)CC 400 750 7.512e-01 -5.178e+01 8.697e-05
CCCCC(CCC)(CC)CC 515 750 6.972e-01 -4.637e+01 1.158e-04
CCCCC(CCC)(CC)CC 362 1000 7.846e-01 -5.528e+01 6.270e-05
CCCC(C(CCC)CC)CC 322 50 7.430e-01 -5.272e+01 1.259e-04
CCCC(C(CCC)CC)CC 247 100 8.025e-01 -5.974e+01 5.935e-05
CCCC(C(CCC)CC)CC 360 100 7.189e-01 -5.017e+01 1.421e-04
CCCC(C(CCC)CC)CC 322 250 7.568e-01 -5.414e+01 1.028e-04
CCCC(C(CCC)CC)CC 435 500 7.080e-01 -4.863e+01 1.336e-04
CCCCCC(C(C)(C)C)CC 476 1 6.138e-01 -3.929e+01 5.174e-04
CCCCCC(C(C)(C)C)CC 361 50 7.167e-01 -4.904e+01 1.598e-04
CCCCCC(C(C)(C)C)CC 438 250 6.851e-01 -4.566e+01 1.908e-04
CCCCCC(C(C)(C)C)CC 285 750 8.085e-01 -5.858e+01 5.203e-05
CCCCCC(C(C)(C)C)CC 400 1000 7.600e-01 -5.283e+01 7.684e-05
CCCCC(CC(C)(C)C)CC 467 750 7.107e-01 -4.771e+01 1.063e-04
CCCC(CCC(C)(C)C)CC 247 50 7.918e-01 -5.792e+01 6.854e-05
CCCC(CCC(C)(C)C)CC 358 500 7.470e-01 -5.239e+01 9.402e-05
CCCC(CCC(C)(C)C)CC 247 750 8.255e-01 -6.132e+01 3.921e-05
CCC(CCCC(C)(C)C)CC 397 100 6.860e-01 -4.668e+01 1.859e-04
CCC(CCCC(C)(C)C)CC 472 1000 7.205e-01 -4.954e+01 9.701e-05
CCCCCC(C(C)C)(CC)C 443 50 6.627e-01 -4.345e+01 2.833e-04
CCCCCC(C(C)C)(CC)C 325 100 7.540e-01 -5.273e+01 1.091e-04
CCCCCC(C(C)C)(CC)C 364 250 7.395e-01 -5.107e+01 1.135e-04
CCCCCC(C(C)C)(CC)C 521 250 6.394e-01 -4.113e+01 2.849e-04
CCCCCC(C(C)C)(CC)C 325 500 7.797e-01 -5.526e+01 7.766e-05
CCCCC(C(C(C)C)C)CC 361 50 7.160e-01 -4.949e+01 1.575e-04
CCCCC(C(C(C)C)C)CC 247 100 8.045e-01 -5.928e+01 5.592e-05
CCCCC(C(C(C)C)C)CC 398 100 6.929e-01 -4.703e+01 1.950e-04
CCCCC(C(C(C)C)C)CC 361 750 7.668e-01 -5.445e+01 7.094e-05
CCCCC(C(C(C)C)C)CC 474 750 7.083e-01 -4.816e+01 1.232e-04
CCCC(CC(C(C)C)C)CC 247 250 8.079e-01 -5.997e+01 5.759e-05
CCCC(CC(C(C)C)C)CC 322 250 7.549e-01 -5.373e+01 1.034e-04
CCCC(CC(C(C)C)C)CC 284 750 8.043e-01 -5.904e+01 5.414e-05
CCCC(CC(C(C)C)C)CC 322 750 7.833e-01 -5.654e+01 6.811e-05
CCCC(CC(C(C)C)C)CC 284 1000 8.154e-01 -6.008e+01 4.429e-05
CCCC(CC(C(C)C)C)CC 472 1000 7.220e-01 -4.967e+01 9.069e-05
CCC(CCC(C(C)C)C)CC 438 50 6.518e-01 -4.383e+01 2.763e-04
CCC(CCC(C(C)C)C)CC 247 1000 8.379e-01 -6.364e+01 3.204e-05
CCC(CCC(C(C)C)C)CC 476 1000 7.205e-01 -5.014e+01 9.225e-05
CCCCC(C(C(C)C)CC)C 247 1 8.016e-01 -5.916e+01 6.024e-05
CCCCC(C(C(C)C)CC)C 512 250 6.389e-01 -4.176e+01 2.857e-04
CCCCC(C(C(C)C)CC)C 474 750 7.102e-01 -4.840e+01 1.076e-04
CCCCC(C(C(C)C)CC)C 285 1000 8.194e-01 -6.036e+01 4.480e-05
CCCCC(CC(C)C)(CC)C 247 1 7.997e-01 -5.763e+01 7.271e-05
CCCCC(CC(C)C)(CC)C 434 250 6.896e-01 -4.569e+01 1.622e-04
CCCCC(CC(C)C)(CC)C 359 1000 7.826e-01 -5.484e+01 6.022e-05
CCCC(C(CC(C)C)C)CC 284 1 7.655e-01 -5.508e+01 8.869e-05
CCCC(C(CC(C)C)C)CC 471 1 6.110e-01 -3.960e+01 4.727e-04
CCCC(C(CC(C)C)C)CC 396 100 6.907e-01 -4.698e+01 1.929e-04
CCCC(C(CC(C)C)C)CC 322 250 7.545e-01 -5.367e+01 9.041e-05
CCCC(C(CC(C)C)C)CC 433 500 7.066e-01 -4.833e+01 1.319e-04
CCC(CC(CC(C)C)C)CC 395 1 6.754e-01 -4.567e+01 2.440e-04
CCC(CC(CC(C)C)C)CC 506 1 5.736e-01 -3.652e+01 8.209e-04
CCC(CC(CC(C)C)C)CC 321 50 7.388e-01 -5.223e+01 1.189e-04
CCC(CC(CC(C)C)C)CC 284 250 7.800e-01 -5.662e+01 7.815e-05
CCC(CC(CC(C)C)C)CC 432 250 6.811e-01 -4.605e+01 1.758e-04
CCC(CC(CC(C)C)C)CC 284 500 7.931e-01 -5.787e+01 6.493e-05
CCC(CC(CC(C)C)C)CC 395 500 7.257e-01 -5.051e+01 1.063e-04
CCCC(CC(C(C)C)CC)C 284 1 7.683e-01 -5.534e+01 8.727e-05
CCCC(CC(C(C)C)CC)C 472 1 6.129e-01 -3.973e+01 6.608e-04
CCCC(CC(C(C)C)CC)C 322 100 7.448e-01 -5.263e+01 9.695e-05
